PaymentType,RealShippingDays,ScheduledShippingDays,Benefit,Sales,DeliveryStatus,Late_delivery_risk,ProductCategoryId,ProductCategoryName,CustomerCity,CustomerCountry,CustomerEmail,CustomerFname,CustomerId,CustomerLname,CustomerPassword,CustomerSegment,CustomerState,CustomerStreet,CustomerZipcode,DepartmentId,DepartmentName,Latitude,Longitude,Market,OrderCity,OrderCountry,OrderCustomerId,OrderTimestamp,OrderId,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,ProductPrice,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,OrderRegion,OrderState,OrderStatus,OrderZipcode,ProductCardId,ProductCategoryId,ProductDescription,ProductImage,ProductName,ProductPrice,ProductStatus,ShippingTimestamp,ShippingMode
TRANSFER,2,4,69.15000153,363.9599915,Advance shipping,0,9,Cardio Equipment,Endicott,EE. UU.,XXXXXXXXX,Rebecca,6050,Arnold,XXXXXXXXX,Consumer,NY,8775 Wishing Pony Byway,13760,3,Footwear,42.07463837,-76.1240387,Europe,Pescara,Italia,6050,8/28/2015 21:54,16436,191,36,0.090000004,41034,99.98999786,0.189999998,4,399.9599915,363.9599915,69.15000153,Southern Europe,Abruzos,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,8/30/2015 21:54,Standard Class
TRANSFER,3,4,-69.87000275,116.4400024,Advance shipping,0,13,Electronics,San Jose,EE. UU.,XXXXXXXXX,Lori,3246,Burns,XXXXXXXXX,Consumer,CA,4845 Thunder Embers Hollow,95148,3,Footwear,37.32554245,-121.7993469,Europe,Tourcoing,Francia,3246,6/22/2015 13:25,11822,282,11.52000046,0.090000004,29569,31.98999977,-0.600000024,4,127.9599991,116.4400024,-69.87000275,Western Europe,Norte-Paso de Calais-Picard�a,PENDING,,282,13,,http://images.acmesports.sports/Under+Armour+Women%27s+Ignite+PIP+VI+Slide,Under Armour Women's Ignite PIP VI Slide,31.98999977,0,6/25/2015 13:25,Standard Class
TRANSFER,4,4,100.7900009,359.9599915,Shipping on time,0,9,Cardio Equipment,Katy,EE. UU.,XXXXXXXXX,Thomas,2364,Whitney,XXXXXXXXX,Consumer,TX,906 Green Treasure Limits,77450,3,Footwear,29.77441025,-95.74694824,Europe,Afragola,Italia,2364,10/13/2015 1:10,19528,191,40,0.100000001,48809,99.98999786,0.280000001,4,399.9599915,359.9599915,100.7900009,Southern Europe,Campania,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,10/17/2015 1:10,Standard Class
TRANSFER,4,4,76.01999664,158.3600006,Shipping on time,0,13,Electronics,Visalia,EE. UU.,XXXXXXXXX,Ann,12216,Deleon,XXXXXXXXX,Consumer,CA,7191 Jagged Avenue,93277,3,Footwear,36.31933212,-119.2960815,Europe,Lugansk,Ucrania,12216,12/27/2016 9:50,49763,278,21.60000038,0.119999997,124392,44.99000168,0.479999989,4,179.9600067,158.3600006,76.01999664,Eastern Europe,Lugansk,PENDING,,278,13,,http://images.acmesports.sports/Under+Armour+Men%27s+Compression+EV+SL+Slide,Under Armour Men's Compression EV SL Slide,44.99000168,0,12/31/2016 9:50,Standard Class
TRANSFER,4,4,168.9400024,351.9599915,Shipping on time,0,9,Cardio Equipment,Los Angeles,EE. UU.,XXXXXXXXX,Mary,4460,Smith,XXXXXXXXX,Consumer,CA,3200 Amber Bend,90027,3,Footwear,34.12594605,-118.2910156,Europe,Doncaster,Reino Unido,4460,8/22/2015 17:43,16013,191,48,0.119999997,40009,99.98999786,0.479999989,4,399.9599915,351.9599915,168.9400024,Northern Europe,Inglaterra,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,8/26/2015 17:43,Standard Class
TRANSFER,3,4,147.8300018,351.9599915,Advance shipping,0,9,Cardio Equipment,Lancaster,EE. UU.,XXXXXXXXX,Mary,11388,Rangel,XXXXXXXXX,Consumer,CA,2395 Misty Carrefour,93535,3,Footwear,34.69703293,-118.0883026,Europe,Bry-sur-Marne,Francia,11388,9/11/2015 5:04,17347,191,48,0.119999997,43356,99.98999786,0.419999987,4,399.9599915,351.9599915,147.8300018,Western Europe,Isla de Francia,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,9/14/2015 5:04,Standard Class
TRANSFER,2,4,-69.58999634,347.9700012,Advance shipping,0,9,Cardio Equipment,York,EE. UU.,XXXXXXXXX,Mary,7521,Ortega,XXXXXXXXX,Consumer,PA,4196 Noble Beacon Mews,17402,3,Footwear,39.9602356,-76.67675781,Europe,Charleroi,B�lgica,7521,10/12/2015 13:58,19496,191,51.99000168,0.129999995,48717,99.98999786,-0.200000003,4,399.9599915,347.9700012,-69.58999634,Western Europe,Henao,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,10/14/2015 13:58,Standard Class
TRANSFER,5,4,105.3899994,339.9700012,Late delivery,1,9,Cardio Equipment,Phoenix,EE. UU.,XXXXXXXXX,Benjamin,1628,Smith,XXXXXXXXX,Consumer,AZ,516 Dewy Bluff Swale,85022,3,Footwear,33.64781952,-112.0518799,Europe,Munich,Alemania,1628,7/5/2017 13:25,62789,191,59.99000168,0.150000006,156983,99.98999786,0.310000002,4,399.9599915,339.9700012,105.3899994,Western Europe,Bavaria,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,7/10/2017 13:25,Standard Class
TRANSFER,5,4,87.34999847,335.9700012,Late delivery,1,9,Cardio Equipment,Lompoc,EE. UU.,XXXXXXXXX,Jesse,7222,Stein,XXXXXXXXX,Consumer,CA,2225 Crystal Beach,93436,3,Footwear,34.58764267,-120.4081879,Europe,Niort,Francia,7222,6/20/2015 9:34,11674,191,63.99000168,0.159999996,29198,99.98999786,0.25999999,4,399.9599915,335.9700012,87.34999847,Western Europe,Aquitania-Lemos�n-Poitou-Charentes,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,6/25/2015 9:34,Standard Class
TRANSFER,2,4,28.86000061,327.9700012,Advance shipping,0,9,Cardio Equipment,Miami,EE. UU.,XXXXXXXXX,Mary,5929,Shepherd,XXXXXXXXX,Consumer,FL,18 Golden Point,33186,3,Footwear,25.77437019,-80.19377899,Europe,Venice,Italia,5929,9/17/2017 16:07,67866,191,71.98999786,0.180000007,169683,99.98999786,0.090000004,4,399.9599915,327.9700012,28.86000061,Southern Europe,V�neto,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,9/19/2017 16:07,Standard Class
TRANSFER,5,4,20.15999985,319.9700012,Late delivery,1,9,Cardio Equipment,York,EE. UU.,XXXXXXXXX,Mary,6123,Anderson,XXXXXXXXX,Consumer,PA,9540 Little Vista,17404,3,Footwear,39.95479965,-76.75787354,Europe,Ulm,Alemania,6123,7/18/2015 11:59,13599,191,79.98999786,0.200000003,34073,99.98999786,0.059999999,4,399.9599915,319.9700012,20.15999985,Western Europe,Baden-Wurtemberg,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,7/23/2015 11:59,Standard Class
TRANSFER,5,4,-39.11000061,239.9600067,Late delivery,1,17,Cleats,Ogden,EE. UU.,XXXXXXXXX,Patrick,587,Smith,XXXXXXXXX,Consumer,UT,7814 Colonial Autumn Line,84404,4,Apparel,41.28277206,-112.1233444,Europe,Cambridge,Reino Unido,587,6/1/2015 13:37,10384,365,0,0,26004,59.99000168,-0.159999996,4,239.9600067,239.9600067,-39.11000061,Northern Europe,Inglaterra,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,6/6/2015 13:37,Standard Class
TRANSFER,6,4,79.19000244,239.9600067,Late delivery,1,17,Cleats,Raleigh,EE. UU.,XXXXXXXXX,Mary,1240,Warner,XXXXXXXXX,Consumer,NC,2538 Quaking Hills Ramp,27610,4,Apparel,35.81178284,-78.5975647,Europe,Siegen,Alemania,1240,7/10/2017 7:38,63115,365,0,0,157797,59.99000168,0.330000013,4,239.9600067,239.9600067,79.19000244,Western Europe,Renania del Norte-Westfalia,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,7/16/2017 7:38,Standard Class
TRANSFER,2,4,117.5800018,235.1600037,Advance shipping,0,17,Cleats,Virginia Beach,EE. UU.,XXXXXXXXX,Amber,8806,Diaz,XXXXXXXXX,Consumer,VA,6174 Bright Vista,23455,4,Apparel,36.85530472,-76.1946106,Europe,Nantes,Francia,8806,7/16/2017 4:08,63516,365,4.800000191,0.02,158778,59.99000168,0.5,4,239.9600067,235.1600037,117.5800018,Western Europe,Pa�ses del Loira,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,7/18/2017 4:08,Standard Class
TRANSFER,2,4,20.47999954,232.7599945,Advance shipping,0,17,Cleats,Carlsbad,EE. UU.,XXXXXXXXX,Mary,341,Smith,XXXXXXXXX,Consumer,CA,141 Dewy Plaza,92009,4,Apparel,33.10355759,-117.2678757,Europe,London,Reino Unido,341,6/25/2017 7:08,62086,365,7.199999809,0.029999999,155234,59.99000168,0.090000004,4,239.9600067,232.7599945,20.47999954,Northern Europe,Inglaterra,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,6/27/2017 7:08,Standard Class
TRANSFER,3,4,58.18999863,232.7599945,Advance shipping,0,17,Cleats,Hacienda Heights,EE. UU.,XXXXXXXXX,Sandra,3064,Smith,XXXXXXXXX,Consumer,CA,3922 Grand Crescent,91745,4,Apparel,33.97114563,-117.9650879,Europe,Las Rozas de Madrid,Espa�a,3064,7/5/2017 23:14,62817,365,7.199999809,0.029999999,157066,59.99000168,0.25,4,239.9600067,232.7599945,58.18999863,Southern Europe,Madrid,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,7/8/2017 23:14,Standard Class
TRANSFER,2,4,82.93000031,230.3600006,Advance shipping,0,17,Cleats,Union City,EE. UU.,XXXXXXXXX,James,10614,Smith,XXXXXXXXX,Consumer,NJ,1870 Crystal Blossom Towers,7087,4,Apparel,40.7615242,-74.03826904,Europe,Luton,Reino Unido,10614,6/8/2015 10:59,10856,365,9.600000381,0.039999999,27189,59.99000168,0.360000014,4,239.9600067,230.3600006,82.93000031,Northern Europe,Inglaterra,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,6/10/2015 10:59,Standard Class
TRANSFER,6,4,26.03000069,230.3600006,Late delivery,1,17,Cleats,Hollywood,EE. UU.,XXXXXXXXX,Mary,10563,Smith,XXXXXXXXX,Consumer,FL,8093 Old Autumn Green,33023,4,Apparel,25.97953987,-80.19422913,Europe,Verdun,Francia,10563,8/3/2015 8:27,14685,365,9.600000381,0.039999999,36739,59.99000168,0.109999999,4,239.9600067,230.3600006,26.03000069,Western Europe,Alsacia-Champa�a-Ardenas-Lorena,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/9/2015 8:27,Standard Class
TRANSFER,5,4,108.2699966,230.3600006,Late delivery,1,17,Cleats,Bolingbrook,EE. UU.,XXXXXXXXX,Alexander,11002,Smith,XXXXXXXXX,Consumer,IL,7658 Hazy Mountain Plaza,60440,4,Apparel,41.7258606,-88.06419373,Europe,Conflans-Sainte-Honorine,Francia,11002,8/24/2017 18:37,66229,365,9.600000381,0.039999999,165567,59.99000168,0.469999999,4,239.9600067,230.3600006,108.2699966,Western Europe,Isla de Francia,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/29/2017 18:37,Standard Class
TRANSFER,5,4,76.01999664,230.3600006,Late delivery,1,17,Cleats,West Lafayette,EE. UU.,XXXXXXXXX,Mary,11486,Smith,XXXXXXXXX,Consumer,IN,8153 Golden Timber Parkway,47906,4,Apparel,40.4853096,-87.05938721,Europe,Munich,Alemania,11486,8/6/2015 20:11,14924,365,9.600000381,0.039999999,37371,59.99000168,0.330000013,4,239.9600067,230.3600006,76.01999664,Western Europe,Bavaria,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/11/2015 20:11,Standard Class
TRANSFER,5,4,-46.0699997,230.3600006,Late delivery,1,17,Cleats,Astoria,EE. UU.,XXXXXXXXX,Mary,1759,Barnett,XXXXXXXXX,Consumer,NY,1040 Quaking Mountain Heath,11103,4,Apparel,40.76861954,-73.90949249,Europe,Viena,Austria,1759,12/28/2016 12:28,49839,365,9.600000381,0.039999999,124607,59.99000168,-0.200000003,4,239.9600067,230.3600006,-46.0699997,Western Europe,Viena,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/2/2017 12:28,Standard Class
TRANSFER,4,4,25.62000084,226.7599945,Shipping on time,0,17,Cleats,Newark,EE. UU.,XXXXXXXXX,Barbara,10659,Beck,XXXXXXXXX,Consumer,NJ,4770 Hidden Heath,7105,4,Apparel,45.5898819,-122.7153473,Europe,Sesto San Giovanni,Italia,10659,6/30/2015 21:28,12393,365,13.19999981,0.059999999,31010,59.99000168,0.109999999,4,239.9600067,226.7599945,25.62000084,Southern Europe,Lombard�a,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,7/4/2015 21:28,Standard Class
TRANSFER,4,4,31.75,226.7599945,Shipping on time,0,17,Cleats,San Jose,EE. UU.,XXXXXXXXX,Cynthia,8899,Brown,XXXXXXXXX,Consumer,CA,4110 Hidden Private,95127,4,Apparel,37.37883377,-121.8303375,Europe,Bondy,Francia,8899,8/19/2017 22:39,65898,365,13.19999981,0.059999999,164682,59.99000168,0.140000001,4,239.9600067,226.7599945,31.75,Western Europe,Isla de Francia,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/23/2017 22:39,Standard Class
TRANSFER,5,4,60.25,223.1600037,Late delivery,1,17,Cleats,Woodbridge,EE. UU.,XXXXXXXXX,Andrew,3315,Butler,XXXXXXXXX,Consumer,VA,8212 Broad Circle,22192,4,Apparel,37.62722778,-77.32672882,Europe,Valencia,Espa�a,3315,7/31/2017 23:33,64599,365,16.79999924,0.07,161461,59.99000168,0.270000011,4,239.9600067,223.1600037,60.25,Southern Europe,Valenciana,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/5/2017 23:33,Standard Class
TRANSFER,6,4,-163.5800018,223.1600037,Late delivery,1,17,Cleats,Weslaco,EE. UU.,XXXXXXXXX,Kathryn,10051,Smith,XXXXXXXXX,Consumer,TX,9188 Red Highway,78596,4,Apparel,26.16252518,-97.98887634,Europe,Noisy-le-Grand,Francia,10051,8/12/2017 5:40,65370,365,16.79999924,0.07,163390,59.99000168,-0.730000019,4,239.9600067,223.1600037,-163.5800018,Western Europe,Isla de Francia,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/18/2017 5:40,Standard Class
TRANSFER,3,4,104.8099976,218.3600006,Advance shipping,0,17,Cleats,Jamaica,EE. UU.,XXXXXXXXX,Mary,6402,Frazier,XXXXXXXXX,Consumer,NY,4599 Grand Route,11432,4,Apparel,40.70798492,-73.78303528,Europe,Elx,Espa�a,6402,10/16/2015 0:38,19732,365,21.60000038,0.090000004,49329,59.99000168,0.479999989,4,239.9600067,218.3600006,104.8099976,Southern Europe,Valenciana,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,10/19/2015 0:38,Standard Class
